馬匹,日期,場,班次,路程,場地,分,配備,磅,排位重,騎,練,檔,走位,名,距離,時間,冠,亚,季,頭馬,賠
領創動力,09/25/24,50,4 60-40,谷夜 C3 1650,好地,46,B-V1T,122,1196,潘,沈,1,3 4 3,3,頭,1.40.32,逐步贏,大力猴王,▲,1.40.29,1.8
木火龍駒,09/25/24,48,5 40-0,谷夜 C3 1200,好地,32,SW1T,126,1024,綸,鄭,6,- 1 1,3,3/4,1.10.70,賢心星,神速馬車,▲,1.10.59,27
贏科超影,09/25/24,47,5 40-0,谷夜 C3 1800,好地,29,BX,120,1012,紹,廖,4,9 9 9,3,3 1/4,1.50.05,符號,果然得,▲,1.49.54,14
合夥奔馳,09/22/24,46,2 100-80,田日 B 1200,黏地,97,X,133,1111,潘,呂,3,- 3 3,3,2 1/2,1.09.75,人和家興,八駿巨昇,▲,1.09.35,4.1
旭日昇,09/22/24,45,3 80-60,田日 B 1200,黏地,66,B,120,1254,澤,伍,6,- 8 9,3,1,1.09.80,氣勢,鑽石星空,▲,1.09.65,13
大勢至富,09/22/24,44,4 60-40,田日 B 1400,黏地,56,V,131,1167,梁,姚,8,1 1 1,3,1,1.22.96,智智多寶,初戀,▲,1.22.80,6.1
健康愉快,09/22/24,43,G3,田日 B 1400,好黏,105,VT,129,1133,紹,羅,6,2 1 1,3,2 1/4,1.23.09,中華盛景,神虎龍駒,▲,1.22.74,20
非惟僥倖,09/22/24,42,3 80-60,田日 B 1600,好黏,80,PT,135,1184,禮,姚,11,3 2 2,3,1 1/4,1.36.47,都靈星球,明亮天下,▲,1.36.25,8.4
駿先生,09/22/24,41,4 60-40,田日 B 1000,好地,44,B,120,1075,度,賀,10,- 11 9,3,3 1/2,0.57.52,不可擋,英勇快車,▲,0.56.95,22
北地烈馬,09/22/24,40,4 60-40,田日 B 1200,好地,52,H1,125,1124,鍾,葉,8,- 1 1,3,1 1/4,1.10.37,錶之宇宙,準輝煌,▲,1.10.19,13
勇霸龍,09/22/24,39,4 60-40,田日 B 1200,好地,54,BT,130,1214,潘,黎,8,- 2 2,3,2 1/4,1.09.39,糖不甩,紫荊歡呼,▲,1.09.05,1.6
豐盛多彩,09/22/24,38,5 40-0,泥日  1650,濕慢,32,BT,126,1116,森,韋,6,5 5 2,3,5 1/2,1.39.88,堅有利,上市魅力,▲,1.38.99,19
年年友福,09/22/24,37,4 60-40,泥日  1650,濕慢,46,B,124,1176,湯,鄭,8,10 10 9,3,3/4,1.39.36,歡樂老撾,歡喜福星,▲,1.39.22,8
赤兔猴王,09/18/24,36,2 100-80,谷夜 BC 1650,好地,82,T,117,1061,紹,東,1,6 6 6,3,1/2,1.39.73,木火兄弟,港林福將,▲,1.39.66,7.3
競駿非凡,09/18/24,35,3 80-60,谷夜 BC 1200,好地,65,X,124,1113,田,韋,5,- 9 9,3,1 1/4,1.10.13,勇敢巨星,添開心,▲,1.09.91,9.9
風雷暴,09/18/24,34,4 60-40,谷夜 BC 1800,好地,46,T,123,1227,澤,柏,7,3 3 3,3,頸,1.50.53,龍船快,皇仁福星,▲,1.50.47,5.8
駟跑得,09/18/24,33,3 80-60,谷夜 BC 1650,好地,63,BT,121,1171,聲,廖,4,10 10 9,3,1/2,1.39.85,久久為攻,極速奇兵,▲,1.39.75,3
天分高,09/18/24,32,5 40-0,谷夜 BC 1000,好地,37,PHT,132,1050,布,柏,9,- 3 4,3,1/2,0.57.54,中華威威,勝萬金,▲,0.57.46,15
智勝攻略,09/18/24,31,4 60-40,谷夜 BC 1200,好地,43,B,118,1077,度,廖,7,- 7 7,3,1 1/4,1.10.27,瑰麗人生,你知我得,▲,1.10.09,10
木火同明,09/18/24,30,4 60-40,谷夜 BC 1200,好地,44,VT,119,1110,顯,鄭,3,- 2 3,3,1,1.10.23,金運來,健康心靈,▲,1.10.06,13
新幹線,09/18/24,29,4 60-40,谷夜 BC 1200,好地,43,HNT,118,1173,紹,韋,4,- 4 3,3,2 3/4,1.10.01,精彩駿將,飲杯,▲,1.09.56,20
勁進駒,09/15/24,28,3 80-60,田日 A 1400,好快,62,,117,1023,綸,呂,14,13 14 12,3,3 1/4,1.21.65,陽光勇士,將義,▲,1.21.17,66
寰宇豐采,09/15/24,27,3 80-60,田日 A 1000,好快,75,B-V2T,130,1144,布,黎,3,- 3 3,3,1 1/4,0.55.94,魔術控制,星際快車,▲,0.55.74,22
精英雄心,09/15/24,26,3 80-60,泥日  1200,好泥,70,BX,126,1184,班,廖,10,- 11 11,3,1/2,1.08.81,勝意龍,喜至寶,▲,1.08.74,3.6
鐵三角,09/15/24,25,4 60-40,田日 A 1400,好快,55,N1X1,130,1184,森,鄭,2,6 7 5,3,1/2,1.22.16,十二神將,騰龍四海,▲,1.22.07,18
寶麗生輝,09/15/24,24,4 60-40,泥日  1200,好泥,53,B,130,1051,田,希,8,- 3 3,3,3,1.09.43,勁先生,新強福盈,▲,1.08.95,6.4
快樂高球,09/15/24,23,4 60-40,田日 A 1400,好快,60,,135,1167,布,羅,10,8 7 5,3,1 3/4,1.21.94,添喜運,勁大威猛,▲,1.21.65,5.1
鼓浪飛凡,09/15/24,22,5 40-0,田日 A 1400,好快,39,T,132,1076,梁,文,13,1 2 2,3,2 1/2,1.22.80,喜報圍家,桃花多,▲,1.22.41,16
快活英雄,09/15/24,21,4 60-40,田日 A 1200,好快,51,N-SW1T,127,1128,湯,黎,8,- 10 10,3,1 1/2,1.09.40,河好運,勝多多,▲,1.09.15,57
喜勝威龍,09/15/24,20,5 40-0,田日 A 1400,好快,37,BT,121,1115,弘,希,4,3 3 4,3,1 3/4,1.22.18,旋風傳奇,可愛新星,▲,1.21.92,6.2
神駒馬靈,09/15/24,19,4 60-40,田日 A 1600,好快,44,,117,1110,明,伍,3,2 3 3,3,1/2,1.33.80,共享富裕,精算特殊,▲,1.33.70,9
幸運旅程,09/11/24,18,3 80-60,谷夜 A 1200,好地,67,BX,123,1151,明,羅,6,- 8 8,3,1 3/4,1.11.10,時尚風趣,明心知遇,▲,1.10.83,39
我做到,09/11/24,17,3 80-60,谷夜 A 1650,好地,60,HT,116,1110,禮,伍,10,9 9 9,3,1 1/4,1.41.23,喜蓮勇略,建測?英,▲,1.41.03,10
領創動力,09/11/24,16,4 60-40,谷夜 A 1650,好地,46,BT,119,1192,明,沈,7,1 1 1,3,1 3/4,1.41.35,江南勇士,赤馬雄風,▲,1.41.07,14
極光彗星,09/11/24,15,4 60-40,谷夜 A 1000,好地,59,SW1T,134,1121,田,黎,10,- 5 4,3,3/4,0.58.03,胡椒軍曹,怡昌精神,▲,0.57.88,5.3
天時明駒,09/11/24,14,5 40-0,谷夜 A 1650,好地,32,T,127,1065,潘,希,7,1 1 1,3,1/2,1.42.13,瀧澤飛駒,星雲浩騰,▲,1.42.03,4
晨曦儷人,09/11/24,13,4 60-40,谷夜 A 1200,好地,53,T1SW,128,1166,澤,伍,4,- 3 4,3,3 1/2,1.10.95,包裝猛將,夢幻駿駒,▲,1.10.40,4.9
宇宙動力,09/11/24,12,4 60-40,谷夜 A 1200,好地,41,T-B,114,1165,明,鄭,3,- 2 2,3,3 1/2,1.11.20,精選威,光輝所願,▲,1.10.68,4
宏才,09/11/24,11,5 40-0,谷夜 A 1200,好地,38,T,130,1090,潘,賢,6,- 6 6,3,5,1.11.44,怪獸豪俠,欣樂人生,▲,1.10.63,5
旭日昇,09/08/24,10,3 80-60,田日 A 1200,好地,65,B,120,1255,田,伍,1,- 8 8,3,1 1/4,1.09.03,華麗再勝,輝煌精英,▲,1.08.81,7.2
增強,09/08/24,9,4 60-40,田日 A 1200,好地,52,,127,1201,布,賀,5,- 6 5,3,1/2,1.08.79,連連有盈,哈羅威,▲,1.08.69,3.6
極速贏,09/08/24,8,4 60-40,田日 A 1400,好地,58,,135,1193,湯,容,2,5 5 4,3,1,1.22.87,人和家盛,一定掂,▲,1.22.71,3.1
話你知,09/08/24,7,2 90-70,田日 A 1400,好地,82,T,127,1174,澤,柏,5,6 6 6,3,3,1.22.35,潮州精神,巴閉哥,▲,1.21.91,4.8
君達得,09/08/24,6,4 60-40,田日 A 1400,好黏,56,SW,129,1074,明,丁,8,2 1 1,3,2 1/2,1.22.46,奔妙星,堅闖,▲,1.22.05,4.5
至旺財,09/08/24,5,4 60-40,田日 A 1200,好黏,43,N1X,118,1039,班,韋,11,- 11 11,3,4 1/2,1.10.49,祝願,非凡達,▲,1.09.77,99
專家,09/08/24,4,4 60-40,田日 A 1000,好黏,44,SW-T-,109,1121,妮,賀,7,- 7 8,3,2,0.56.89,舉步生風,不可擋,▲,0.56.58,23
八駿巨昇,09/08/24,3,1 80↑,田日 A 1200,好黏,94,HT,115,1132,鍾,東,1,- 4 4,3,3 1/4,1.08.53,嘉應高昇,美麗第一,▲,1.08.03,9
飛躍精英,09/08/24,2,5 40-0,田日 A 1200,好黏,39,BHX,134,1078,布,賀,4,- 6 4,3,1 1/2,1.10.21,有你有我,可愛新星,▲,1.09.98,3.1
富喜來,09/08/24,1,5 40-0,田日 A 1600,好黏,40,B-T1,135,1071,布,沈,12,11 10 10,3,1 1/4,1.35.29,上市魅力,樂天派,▲,1.35.08,3.5
盈妍威楓,07/14/24,831,3 80-60,田昏 A 1400,好地,69,B,126,1108,田,伍,14,7 7 6,3,2 1/4,1.21.83,手機錶霸,同樣美麗,▲,1.21.46,24
星運少爵,07/14/24,830,3 80-60,田昏 A 1600,好地,66,T,123,1124,澤,柏,4,11 12 12,3,2 1/4,1.35.05,競駿飛翔,好勁力,▲,1.34.69,7.5
時尚風趣,07/14/24,829,3 80-60,田昏 A 1200,好地,66,X,120,1102,周,容,11,- 3 3,3,3,1.09.22,包裝天將,花果猴王,▲,1.08.75,9.5
中華盛景,07/14/24,828,1 115-90,田昏 A 1600,好地,97,T,124,1059,鍾,東,4,8 8 8,3,2 1/4,1.34.16,禪勝輝煌,智取神駒,▲,1.33.78,10
聚風雲,07/14/24,827,4 60-40,田昏 A 1400,好地,51,SWX,127,1132,班,丁,13,10 6 5,3,1 1/2,1.22.37,遙遙領先,翹?,▲,1.22.13,14
堅闖,07/14/24,826,4 60-40,田昏 A 1400,好地,55,N,132,1064,潘,伍,10,11 12 13,3,頸,1.22.22,天天得樂,神馳,▲,1.22.18,6.2
糖不甩,07/14/24,825,4 60-40,田昏 A 1200,好地,53,HT,126,1154,梁,巫,6,- 9 9,3,2 1/4,1.10.09,初戀,超悅明駒,▲,1.09.75,55
龍船快,07/14/24,824,4 60-40,田昏 A 1800,好地,54,VT,130,1100,森,呂,7,1 1 1,3,1 1/2,1.48.99,風火恆雲,年年友福,▲,1.48.73,10
荃程路通,07/14/24,823,5 40-0,田昏 A 1400,好快,30,T,125,1108,紹,文,9,3 3 3,3,1 1/2,1.22.12,桃花多,香飄萬里,▲,1.21.89,39
韋小寶,07/14/24,822,2 105-80,田昏 A 1200,好快,97,V,132,1156,布,伍,7,- 7 7,3,2 3/4,1.08.45,美麗第一,龍之輝,▲,1.08.01,9.1
南區旺,07/14/24,821,5 40-0,田昏 A 1200,好快,35,N,130,1053,田,羅,10,- 1 1,3,2 3/4,1.09.86,飛躍精英,欣樂人生,▲,1.09.43,5.4
博望坡,07/10/24,820,3 80-60,谷夜 BC 1800,好快,78,T,133,1035,聲,呂,2,6 7 6,3,3/4,1.49.01,港林福將,浪漫老撾,▲,1.48.88,7.6
年少多好,07/10/24,819,3 80-60,谷夜 BC 1000,好快,73,HNT,130,1059,潘,廖,1,- 1 1,3,1/2,0.56.57,巴薩諾瓦,紅逸舍,▲,0.56.47,2.3
皆益善,07/10/24,818,4 60-40,谷夜 BC 1200,好快,52,T,128,1214,艾,沈,8,- 11 10,3,3 1/4,1.10.32,還看今朝,佳尊三,▲,1.09.80,25
超超比,07/10/24,817,2 95-75,谷夜 BC 1650,好快,86,T,124,1146,周,沈,3,7 6 6,3,2 1/2,1.38.30,木火兄弟,黃腳?,▲,1.37.90,3.7
尋寶勇士,07/10/24,816,4 60-40,谷夜 BC 1200,好快,52,PH,127,1137,澤,柏,5,- 7 7,3,2,1.10.16,日馳千里,砂漿金剛,▲,1.09.82,4
哈羅威,07/10/24,815,4 60-40,谷夜 BC 1200,好快,53,BX,130,1101,禮,呂,4,- 4 4,3,4,1.09.82,幸運星球,勇眼光,▲,1.09.17,3
逐步贏,07/10/24,814,4 60-40,谷夜 BC 1650,好快,53,CH,129,1168,年,伍,9,7 7 8,3,1 1/4,1.40.17,勇晉當銳,江南勇士,▲,1.39.97,10
滿載歸來,07/10/24,813,5 40-0,谷夜 BC 1800,好快,36,BT,129,1201,周,容,1,7 7 7,3,3,1.49.75,瀧澤飛駒,上市魅力,▲,1.49.29,8.4
威武良駒,07/10/24,812,5 40-0,谷夜 BC 1000,好快,36,,132,1074,紹,姚,9,- 10 7,3,1 3/4,0.57.11,友誼至佳,中華威威,▲,0.56.83,58
旭日昇,07/06/24,811,3 80-60,田昏 C 1200,好快,64,B,121,1267,田,伍,8,- 8 8,3,3/4,1.08.76,同祥和順,駿馬為伍,▲,1.08.61,16
駿奕快車,07/06/24,810,3 80-60,田昏 C 1400,好快,72,SW,131,1122,艾,姚,3,4 3 3,3,3/4,1.21.24,安康萬里,以戰常勝,▲,1.21.11,15
快樂高球,07/06/24,809,4 60-40,田昏 C 1400,好快,60,,135,1167,布,羅,6,7 7 5,3,2 3/4,1.21.61,極速贏,勇冠群英,▲,1.21.18,4.5
陽光勇士,07/06/24,808,3 80-60,田昏 C 1400,好快,73,SWH,130,1096,年,姚,7,10 10 10,3,3/4,1.21.54,一定美麗,綠族豐收,▲,1.21.40,4.4
勁好運,07/06/24,807,4 60-40,田昏 C 1600,好快,49,H-T,124,1084,田,羅,1,5 3 3,3,1 3/4,1.34.28,妙算高歌,金獅勝將,▲,1.34.00,8.9
天天耍樂,07/06/24,806,4 60-40,田昏 C 1200,好快,53,,130,1144,澤,羅,5,- 2 2,3,1,1.08.81,超平凡,勝多多,▲,1.08.64,5.4
新強福盈,07/06/24,805,4 60-40,泥昏  1200,好泥,41,B,117,1056,紹,廖,11,- 6 5,3,2,1.09.27,有派頭,火神神樂,▲,1.08.94,7.7
喜報圍家,07/06/24,804,5 40-0,田昏 C 1600,好快,29,V1,124,1136,董,賀,6,2 1 1,3,1/2,1.34.76,美麗多盈,鑽石福將,▲,1.34.69,5.6
連連勝利,07/06/24,803,5 40-0,泥昏  1200,好泥,40,P,135,1036,潘,蔡,3,- 5 4,3,3/4,1.09.91,快馬加鞭,錢途光明,▲,1.09.79,3.9
加州星皓,07/06/24,802,新,田昏 C 1200,好快,-,SWT,123,1131,鍾,巫,11,- 12 11,3,1/2,1.09.72,聖托里尼,精英勇士,▲,1.09.65,99
競駿非凡,07/04/24,801,3 80-60,谷夜 A 1200,好地,63,X,119,1118,班,韋,3,- 6 3,3,短頭,1.10.73,錶壇精英,穿甲鷹,▲,1.10.70,58
赤兔猴王,07/04/24,800,3 80-60,谷夜 A 1650,好地,80,T,135,1092,布,東,11,2 2 2,3,3/4,1.40.56,飛漲,久久為攻,▲,1.40.42,5.8
尋寶勇士,07/04/24,799,4 60-40,谷夜 A 1200,好地,51,PH,129,1139,澤,柏,10,- 7 5,3,1,1.10.38,旅遊高球,耀寶駒,▲,1.10.23,8.6
龍船快,07/04/24,798,4 60-40,谷夜 A 1800,好地,54,VT,130,1091,田,呂,8,2 2 2,3,1 1/2,1.49.18,春風萬里,大將,▲,1.48.94,16
紅海勁,07/04/24,797,4 60-40,谷夜 A 1650,好地,49,T,123,1125,田,文,6,10 9 9,3,1 3/4,1.40.26,北海盜,雙贏,▲,1.39.97,4.9
晨曦儷人,07/04/24,796,4 60-40,谷夜 A 1200,好地,53,SW1,130,1180,田,伍,10,- 4 4,3,1 1/2,1.10.06,椒椒醒,金匯昇昇,▲,1.09.83,6.4
顏色王子,07/04/24,795,4 60-40,谷夜 A 1000,好地,59,NT,135,1173,聲,韋,10,- 2 2,3,頸,0.57.28,鴻圖新星,極光彗星,▲,0.57.24,4.3
美麗第一,07/04/24,794,2 100-75,谷夜 A 1000,好地,81,T,118,1175,田,伍,2,- 3 3,3,頸,0.56.61,電氣騎士,狀元及第,▲,0.56.56,1.5
馬有運,07/04/24,793,5 40-0,谷夜 A 1650,好地,40,H,135,1130,度,伍,3,8 8 6,3,2 1/4,1.40.70,小神仙,喜勝威龍,▲,1.40.33,6.2
光明傳承,07/01/24,792,3 80-60,田昏 B 1600,好地,65,B,124,1108,班,葉,2,7 9 8,3,頸,1.35.03,晴王,和平波,▲,1.34.98,15
實力派,07/01/24,791,3 80-60,田昏 B 1200,好地,74,SW,134,1045,度,賀,4,- 10 7,3,4 1/2,1.08.96,天天同樂,開心寶寶,▲,1.08.26,9.6
時間寶,07/01/24,790,4 60-40,田昏 B 1400,好地,58,T,135,1151,班,葉,2,3 3 3,3,頸,1.22.05,勁大威猛,?路神驊,▲,1.22.00,8.3
鴻圖高星,07/01/24,789,4 60-40,田昏 B 1400,好地,51,SWT,125,1284,明,沈,5,5 5 4,3,2 3/4,1.22.31,聚風雲,博愛先鋒,▲,1.21.85,6.1
太行美景,07/01/24,788,4 60-40,田昏 B 1200,好地,50,H1T,127,1147,布,沈,3,- 5 5,3,3/4,1.09.37,獎金大少,帥帥友福,▲,1.09.23,10
巴閉哥,07/01/24,787,2 100-80,田昏 B 1400,好地,84,T,122,1108,潘,呂,5,5 5 3,3,2,1.21.03,潮州精神,好友心得,▲,1.20.71,4.1
哈羅威,07/01/24,786,4 60-40,田昏 B 1200,好地,52,B1X,127,1111,禮,呂,1,- 3 3,3,3/4,1.09.39,拍馬難追,日馳千里,▲,1.09.25,3.9
綠族豐收,07/01/24,785,3 80-60,田昏 B 1000,好地,76,BT,132,1248,澤,呂,7,- 6 3,3,1 3/4,0.56.29,萬里飛至,英雄豪傑,▲,0.56.02,5.7
香飄萬里,07/01/24,784,5 40-0,田昏 B 1400,好地,37,T,132,1168,班,賢,2,4 5 5,3,1 3/4,1.22.69,江南盛,天時明駒,▲,1.22.42,7.8
極速之星,07/01/24,783,5 40-0,田昏 B 1400,好地,34,B,129,1085,布,賀,1,5 6 4,3,1 3/4,1.22.48,人和家盛,桃花多,▲,1.22.18,3
不可擋,07/01/24,782,4 60-40,田昏 B 1000,好地,57,BT,133,1130,森,韋,7,- 2 1,3,3/4,0.56.33,最好玩,多彩多姿,▲,0.56.22,7.2
皇帝英明,06/26/24,781,3 80-60,谷夜 C3 1200,好地,61,NX,120,1148,班,韋,11,- 9 7,3,1 1/2,1.09.71,家樂龍駒,嘉應喝彩,▲,1.09.46,92
博望坡,06/26/24,780,3 85-60,谷夜 C3 1650,好地,78,T,132,1036,布,呂,3,6 6 5,3,1 3/4,1.40.15,爭金奪冠,浪漫老撾,▲,1.39.86,6.7
八駿巨昇,06/26/24,779,2 105-80,谷夜 C3 1200,好地,93,HT,132,1149,紹,東,1,- 4 3,3,1 1/4,1.09.20,合夥奔馳,人和家興,▲,1.08.98,3.8
精選威,06/26/24,778,4 60-40,谷夜 C3 1200,好地,57,BT,133,1091,聲,廖,3,- 1 1,3,3,1.10.17,包裝天將,砂漿金剛,▲,1.09.71,8.7
獎星,06/26/24,777,4 60-40,谷夜 C3 1650,好地,51,BT,127,1148,田,羅,5,3 3 4,3,5 1/4,1.40.09,駟跑得,我做到,▲,1.39.26,2.8
勇眼光,06/26/24,776,4 60-40,谷夜 C3 1200,好地,50,BT,127,1293,湯,希,4,- 6 6,3,3/4,1.09.95,心想事成,精益大師,▲,1.09.83,27
得意佳作,06/26/24,775,4 60-40,谷夜 C3 1650,好地,53,T,126,1062,明,姚,3,6 5 5,3,1 1/2,1.39.55,燊榮之星,家樂飛駒,▲,1.39.33,7.6
至合拍,06/26/24,774,4 60-40,谷夜 C3 1200,好地,57,T,135,1052,布,沈,4,- 6 5,3,2 3/4,1.09.92,千杯敬典,五福星,▲,1.09.48,5.5
堅有利,06/26/24,773,5 40-0,谷夜 C3 2200,好地,39,BT,134,1127,森,沈,3,3 3 3,3,2 1/4,2.16.03,符號,上市魅力,▲,2.15.69,12
大浪圖田,06/23/24,772,3 80-60,田昏 A 1400,好地,73,T,129,1182,度,丁,10,9 9 9,3,1 1/2,1.22.08,球星,同樣美麗,▲,1.21.86,21
營造組裝,06/23/24,771,3 80-60,田昏 A 1200,好地,68,T,127,1169,澤,呂,9,- 5 3,3,3 1/4,1.09.67,占士德,鑽石星空,▲,1.09.15,14
越駿歡欣,06/23/24,770,G3,田昏 A 1800,好地,110,HT,126,1125,度,羅,4,5 5 4,3,頸,1.48.70,錶之銀河,美麗同享,▲,1.48.64,8.7
威力奔騰,06/23/24,769,G3,田昏 A 1400,好快,107,B,116,1217,度,賀,2,6 6 7,3,1 1/4,1.21.99,綠族無限,加州星球,▲,1.21.77,5.2
都靈福星,06/23/24,768,3 85-60,田昏 A 2000,好快,76,CT,131,1115,布,伍,6,5 3 3,3,1 1/4,2.01.42,非惟僥倖,精算謀略,▲,2.01.23,9.3
一起美麗,06/23/24,767,4 60-40,田昏 A 1400,好快,50,,126,1190,潘,蔡,8,7 9 8,3,1,1.21.77,翹?,連連歡呼,▲,1.21.59,21
遙遙領先,06/23/24,766,4 60-40,田昏 A 1400,好快,56,,131,1068,布,呂,5,4 5 4,3,1 1/4,1.21.93,綠族光芒,勇霸龍,▲,1.21.74,2.4
風火恆雲,06/23/24,765,4 60-40,田昏 A 1800,好快,54,B,128,1077,明,姚,1,4 5 5,3,1 1/4,1.48.22,春風萬里,小飛俠,▲,1.48.02,8.8
歡喜福星,06/23/24,764,4 60-40,泥昏  1650,好泥,47,HT,122,1002,度,柏,8,1 1 1,3,1/2,1.38.82,競駿光輝,縱橫大進,▲,1.38.73,10
柏林探戈,06/23/24,763,3 85-60,泥昏  1650,好泥,85,BT,135,1048,艾,東,5,7 6 7,3,3,1.39.57,精英雄心,精彩動力,▲,1.39.11,5.7
特別美麗,06/23/24,762,4 60-40,田昏 A 1200,好快,60,C,135,1189,潘,羅,10,- 4 3,3,1 1/2,1.09.17,元朗精英,祝願,▲,1.08.94,2.4
精算謀略,06/15/24,761,3 80-60,田昏 C 1600,軟地,73,E,131,1134,艾,蔡,7,13 13 7,3,2 3/4,1.35.96,話你知,東方飛影,▲,1.35.54,9.2
超悅明駒,06/15/24,760,4 60-40,田昏 C 1400,軟地,49,X,125,1171,艾,賀,12,2 2 2,3,5 1/4,1.23.78,大勢至富,博愛先鋒,▲,1.22.92,16
一定美麗,06/15/24,759,3 80-60,田昏 C 1400,軟地,68,PE,127,1207,潘,蔡,9,6 8 8,3,3 3/4,1.23.94,陽光勇士,手機錶霸,▲,1.23.36,6.7
凱旋時光,06/15/24,758,3 85-60,泥昏  1200,濕慢,81,BNT,135,1154,潘,羅,2,- 6 3,3,4 1/2,1.09.11,喜至寶,自強不息,▲,1.08.39,3
金榜之星,06/15/24,757,4 60-40,泥昏  1200,濕慢,56,P1,132,1249,布,蔡,4,- 7 3,3,2 1/2,1.10.06,澳華威威,機械騎士,▲,1.09.73,3.9
維港激流,06/15/24,756,3 80-60,田昏 C 1200,軟地,63,X1,120,1076,周,韋,1,- 3 4,3,7,1.11.46,龍之輝,駿奕快車,▲,1.10.33,20
天天耍樂,06/15/24,755,4 60-40,田昏 C 1200,軟地,52,,127,1139,澤,羅,1,- 2 1,3,3/4,1.10.24,旭日昇,極速贏,▲,1.10.11,6.8
神馳,06/15/24,754,4 60-40,田昏 C 1200,軟地,52,,127,1143,布,蔡,7,- 9 7,3,3 1/4,1.10.49,輝煌精英,精彩勇士,▲,1.09.97,4.8
美麗多盈,06/15/24,753,5 40-0,田昏 C 1600,軟地,39,BHT,135,1097,潘,東,14,11 12 7,3,3/4,1.37.30,領航傳祺,皮具大師,▲,1.37.19,5.8
可愛新星,06/15/24,752,5 40-0,田昏 C 1200,黏地,31,H1,126,1124,梁,葉,2,- 7 7,3,2 1/4,1.11.08,智勝攻略,上校,▲,1.10.74,14
聖托里尼,06/15/24,751,新,田昏 C 1000,黏地,-,SW,126,1073,田,羅,3,- 2 3,3,1 3/4,0.57.56,精英勇士,嘉應駿馬,▲,0.57.28,7.2
久久為攻,06/12/24,750,3 80-60,谷夜 BC 1650,好地,69,SWT,129,1188,田,希,4,7 7 6,3,1/2,1.40.55,赤兔猴王,唯美主義,▲,1.40.47,8.4
英雄豪邁,06/12/24,749,3 80-60,谷夜 BC 1000,好地,68,BT,124,1071,田,羅,3,- 6 4,3,2 3/4,0.57.30,年少多好,萬眾開心,▲,0.56.88,15
雪勇神駒,06/12/24,748,3 80-60,谷夜 BC 1200,好地,79,T,135,1132,布,沈,2,- 8 7,3,1 1/2,1.10.52,幸運旅程,加州得力,▲,1.10.29,3.8
囍眼光,06/12/24,747,4 60-40,谷夜 BC 1000,好地,52,,128,1097,田,希,1,- 7 6,3,3 1/2,0.57.71,紅逸舍,極光彗星,▲,0.57.17,2.8
智取神駒,06/12/24,746,2 100-80,谷夜 BC 1650,好地,98,T,133,1071,潘,沈,8,8 1 1,3,1/2,1.40.76,亞機拉,黃腳?,▲,1.40.65,8
必先生,06/12/24,745,4 60-40,谷夜 BC 1200,好地,50,,127,1058,艾,賀,1,- 3 3,3,1 1/4,1.10.38,東來欣賞,旅遊高球,▲,1.10.16,7.6
精準快車,06/12/24,744,4 60-40,谷夜 BC 1800,好地,48,H,123,1036,禮,姚,1,7 8 7,3,1/2,1.50.27,慶萬家,逐步贏,▲,1.50.17,8.2
聰明導彈,06/12/24,743,4 60-40,谷夜 BC 1650,好地,42,X,117,1122,度,柏,3,9 9 7,3,1 1/2,1.40.21,燊榮之星,駟跑得,▲,1.39.96,6.2
恆駿之寶,06/12/24,742,5 40-0,谷夜 BC 1650,好地,17,BT,115,1079,田,賢,2,7 5 5,3,3 1/2,1.41.04,飛騰騅,瀧澤飛駒,▲,1.40.47,20
潮州精神,06/08/24,741,3 80-60,田昏 C 1400,好地,79,BT,135,1192,度,文,9,8 9 9,3,3/4,1.21.68,美麗邂逅,風繼續吹,▲,1.21.53,9.2
精算特殊,06/08/24,740,4 60-40,田昏 C 1600,好地,44,BT,120,1068,森,容,9,7 5 3,3,2 1/4,1.35.35,艾莉奧,勝意,▲,1.35.00,17
建測?英,06/08/24,739,3 80-60,田昏 C 1800,好地,71,SWT,126,1141,田,希,1,3 4 4,3,3/4,1.47.50,桃花開,陽明天空,▲,1.47.35,10
華麗再勝,06/08/24,738,2 100-80,田昏 C 1200,好地,80,T,117,1141,度,沈,3,- 5 5,3,1,1.08.44,合夥奔馳,韋小寶,▲,1.08.27,2.4
河好運,06/08/24,737,4 60-40,田昏 C 1200,好地,54,,131,1139,潘,廖,9,- 9 8,3,3 1/2,1.09.91,魯班精神,好運寶馬,▲,1.09.37,2.1
時間寶,06/08/24,736,4 60-40,田昏 C 1400,好地,58,T,135,1143,班,葉,9,3 2 2,3,2,1.22.74,快樂高球,勇冠群英,▲,1.22.43,13
精選威,06/08/24,735,4 60-40,田昏 C 1200,好地,57,BT,133,1083,聲,廖,4,- 4 3,3,3 1/4,1.09.22,以戰常勝,勝利神駒,▲,1.08.70,19
萬里飛至,06/08/24,734,3 80-60,田昏 C 1000,好地,71,T,126,1124,紹,賢,10,- 10 9,3,1 1/4,0.56.85,嘉應獎昇,水晶酒杯,▲,0.56.67,11
精英至尊,06/08/24,733,4 60-40,田昏 C 1000,好地,46,SWT,121,1108,梁,巫,10,- 12 11,3,2,0.56.93,舉步生風,鴻圖新星,▲,0.56.62,11
誠心所願,06/08/24,732,5 40-0,田昏 C 1400,好地,36,B-SW1,130,1054,布,韋,10,8 8 8,3,1 3/4,1.22.45,魅力一心,精明勇駿,▲,1.22.16,31
